    0.091, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.100, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.110, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.122, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.134, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.148, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.163, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.180, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.198, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.218, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.240, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.264, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.291, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.320, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.353, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.388, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.427, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.470, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.518, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.570, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.627, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.690, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.760, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.836, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    0.920, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.012, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.113, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.225, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.348, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.483, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.632, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.795, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    1.975, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    2.173, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    2.390, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    2.629, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    2.893, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    3.182, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    3.501, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    3.851, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    4.237, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    4.661, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.000, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.000, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
 specific energy segment =     0.00 W-h/kg
 specific power segment  =     0.00 W/kg
 total heat =          0.0000 W-h/m2
  
    5.000, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.000, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.001, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.001, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.002, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.002, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.003, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.003, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.004, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.005, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.005, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.006, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.007, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.008, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.009, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.011, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.012, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.014, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.015, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.017, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.019, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.021, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.024, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.027, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.029, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.033, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.036, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.040, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.045, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.050, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.055, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.061, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.067, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.074, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.082, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.090, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.100, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.110, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.121, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.134, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.148, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.163, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.179, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.197, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.218, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.240, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.264, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.291, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.320, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.352, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.388, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.427, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.470, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.517, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.570, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.627, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.690, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.759, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.835, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    5.919, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.012, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.113, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.225, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.348, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.483, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.631, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.795, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    6.974, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    7.172, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    7.390, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    7.629, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    7.892, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    8.182, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    8.501, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    8.851, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    9.236, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
    9.660, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
   10.000, 0.6000, 0.5000,  4.06267,  4.06267,     0.00,  24.85,   0.00, 
   10.000, 0.6000, 0.5000,  4.05049,  4.06267,    11.00,  24.85,   0.13, 
 specific energy segment =     0.00 W-h/kg
 specific power segment  =     0.00 W/kg
 total heat =          0.0000 W-h/m2
  
   10.000, 0.6000, 0.5000,  4.05049,  4.06267,    11.00,  24.85,   0.13, 
   10.000, 0.6000, 0.5000,  4.05043,  4.06267,    11.00,  24.85,   0.13, 
   10.001, 0.6000, 0.5000,  4.05039,  4.06267,    11.00,  24.85,   0.14, 
   10.001, 0.6000, 0.5000,  4.05035,  4.06267,    11.00,  24.85,   0.14, 
   10.002, 0.6000, 0.5000,  4.05032,  4.06267,    11.00,  24.85,   0.14, 
   10.002, 0.6000, 0.5000,  4.05029,  4.06267,    11.00,  24.85,   0.14, 
   10.003, 0.6000, 0.5000,  4.05026,  4.06267,    11.00,  24.85,   0.14, 
   10.003, 0.6000, 0.5000,  4.05023,  4.06267,    11.00,  24.85,   0.14, 
   10.004, 0.6000, 0.5000,  4.05020,  4.06266,    11.00,  24.85,   0.14, 
   10.005, 0.6000, 0.5000,  4.05017,  4.06266,    11.00,  24.85,   0.14, 
   10.005, 0.6000, 0.5000,  4.05014,  4.06266,    11.00,  24.85,   0.14, 
   10.006, 0.6000, 0.5000,  4.05011,  4.06266,    11.00,  24.85,   0.14, 
   10.007, 0.6000, 0.5000,  4.05007,  4.06266,    11.00,  24.85,   0.14, 
   10.008, 0.6000, 0.5000,  4.05004,  4.06265,    11.00,  24.85,   0.14, 
   10.009, 0.6000, 0.5000,  4.05000,  4.06265,    11.00,  24.85,   0.14, 
   10.011, 0.6000, 0.5000,  4.04996,  4.06265,    11.00,  24.85,   0.14, 
   10.012, 0.5999, 0.5000,  4.04992,  4.06264,    11.00,  24.85,   0.14, 
   10.014, 0.5999, 0.5000,  4.04988,  4.06264,    11.00,  24.85,   0.14, 
   10.015, 0.5999, 0.5000,  4.04984,  4.06263,    11.00,  24.85,   0.14, 
   10.017, 0.5999, 0.5000,  4.04979,  4.06263,    11.00,  24.85,   0.14, 
   10.019, 0.5999, 0.5001,  4.04975,  4.06262,    11.00,  24.85,   0.14, 
   10.021, 0.5999, 0.5001,  4.04969,  4.06262,    11.00,  24.85,   0.14, 
   10.024, 0.5999, 0.5001,  4.04964,  4.06261,    11.00,  24.85,   0.14, 
   10.027, 0.5999, 0.5001,  4.04959,  4.06261,    11.00,  24.85,   0.14, 
   10.029, 0.5999, 0.5001,  4.04953,  4.06260,    11.00,  24.85,   0.14, 
   10.033, 0.5999, 0.5001,  4.04946,  4.06259,    11.00,  24.85,   0.14, 
   10.036, 0.5998, 0.5001,  4.04940,  4.06258,    11.00,  24.85,   0.14, 
   10.040, 0.5998, 0.5001,  4.04933,  4.06257,    11.00,  24.85,   0.15, 
   10.045, 0.5998, 0.5001,  4.04925,  4.06256,    11.00,  24.85,   0.15, 
   10.050, 0.5998, 0.5001,  4.04918,  4.06255,    11.00,  24.85,   0.15, 
   10.055, 0.5997, 0.5001,  4.04909,  4.06253,    11.00,  24.85,   0.15, 
   10.061, 0.5997, 0.5002,  4.04901,  4.06252,    11.00,  24.85,   0.15, 
   10.067, 0.5997, 0.5002,  4.04892,  4.06250,    11.00,  24.85,   0.15, 
   10.074, 0.5997, 0.5002,  4.04882,  4.06248,    11.00,  24.85,   0.15, 
   10.082, 0.5996, 0.5002,  4.04872,  4.06246,    11.00,  24.85,   0.15, 
   10.090, 0.5996, 0.5002,  4.04861,  4.06244,    11.00,  24.85,   0.15, 
   10.100, 0.5995, 0.5003,  4.04850,  4.06242,    11.00,  24.85,   0.15, 
   10.110, 0.5995, 0.5003,  4.04837,  4.06239,    11.00,  24.85,   0.15, 
   10.121, 0.5994, 0.5003,  4.04825,  4.06236,    11.00,  24.85,   0.16, 
   10.134, 0.5994, 0.5004,  4.04811,  4.06233,    11.00,  24.85,   0.16, 
   10.148, 0.5993, 0.5004,  4.04797,  4.06230,    11.00,  24.85,   0.16, 
   10.163, 0.5993, 0.5004,  4.04782,  4.06226,    11.00,  24.85,   0.16, 
   10.179, 0.5992, 0.5005,  4.04766,  4.06222,    11.00,  24.85,   0.16, 
   10.197, 0.5991, 0.5005,  4.04749,  4.06217,    11.00,  24.85,   0.16, 
   10.218, 0.5990, 0.5006,  4.04732,  4.06212,    11.00,  24.85,   0.16, 
   10.240, 0.5989, 0.5006,  4.04713,  4.06206,    11.00,  24.85,   0.16, 
   10.264, 0.5988, 0.5007,  4.04694,  4.06200,    11.00,  24.85,   0.17, 
   10.291, 0.5987, 0.5008,  4.04673,  4.06193,    11.00,  24.85,   0.17, 
   10.320, 0.5985, 0.5009,  4.04652,  4.06186,    11.00,  24.85,   0.17, 
   10.352, 0.5984, 0.5009,  4.04629,  4.06178,    11.00,  24.85,   0.17, 
   10.388, 0.5982, 0.5010,  4.04606,  4.06169,    11.00,  24.85,   0.17, 
   10.427, 0.5981, 0.5011,  4.04581,  4.06159,    11.00,  24.85,   0.17, 
   10.470, 0.5979, 0.5013,  4.04555,  4.06148,    11.00,  24.85,   0.17, 
   10.517, 0.5976, 0.5014,  4.04529,  4.06137,    11.00,  24.85,   0.18, 
   10.570, 0.5974, 0.5015,  4.04501,  4.06124,    11.00,  24.85,   0.18, 
   10.627, 0.5971, 0.5017,  4.04472,  4.06109,    11.00,  24.85,   0.18, 
   10.690, 0.5969, 0.5018,  4.04442,  4.06094,    11.00,  24.85,   0.18, 
   10.759, 0.5965, 0.5020,  4.04411,  4.06077,    11.00,  24.85,   0.18, 
   10.835, 0.5962, 0.5022,  4.04379,  4.06058,    11.00,  24.85,   0.18, 
   10.919, 0.5958, 0.5025,  4.04345,  4.06037,    11.00,  24.85,   0.19, 
   11.012, 0.5954, 0.5027,  4.04310,  4.06015,    11.00,  24.85,   0.19, 
   11.113, 0.5949, 0.5030,  4.04273,  4.05990,    11.00,  24.85,   0.19, 
   11.225, 0.5944, 0.5033,  4.04235,  4.05964,    11.00,  24.85,   0.19, 
   11.348, 0.5939, 0.5036,  4.04194,  4.05934,    11.00,  24.85,   0.19, 
   11.483, 0.5932, 0.5040,  4.04151,  4.05902,    11.00,  24.85,   0.19, 
   11.631, 0.5926, 0.5044,  4.04106,  4.05867,    11.00,  24.85,   0.19, 
   11.795, 0.5918, 0.5048,  4.04058,  4.05829,    11.00,  24.85,   0.19, 
   11.974, 0.5910, 0.5053,  4.04006,  4.05787,    11.00,  24.85,   0.19, 
   12.172, 0.5901, 0.5058,  4.03950,  4.05741,    11.00,  24.85,   0.20, 
   12.390, 0.5891, 0.5064,  4.03890,  4.05692,    11.00,  24.85,   0.20, 
   12.629, 0.5880, 0.5070,  4.03824,  4.05638,    11.00,  24.85,   0.20, 
   12.892, 0.5868, 0.5077,  4.03752,  4.05579,    11.00,  24.85,   0.20, 
   13.182, 0.5855, 0.5085,  4.03672,  4.05514,    11.00,  24.85,   0.20, 
   13.501, 0.5840, 0.5094,  4.03583,  4.05444,    11.00,  24.85,   0.20, 
   13.851, 0.5824, 0.5103,  4.03480,  4.05366,    11.00,  24.85,   0.20, 
   14.236, 0.5807, 0.5113,  4.03361,  4.05279,    11.00,  24.85,   0.21, 
   14.660, 0.5787, 0.5124,  4.03216,  4.05180,    11.00,  24.85,   0.21, 
   15.000, 0.5772, 0.5134,  4.03088,  4.05097,    11.00,  24.85,   0.22, 
   15.000, 0.5772, 0.5134,  4.04326,  4.05097,     0.00,  24.85,   0.00, 
 specific energy segment =     4.53 W-h/kg
 specific power segment  =    54.41 W/kg
 total heat =          0.0163 W-h/m2
  
   15.000, 0.5772, 0.5134,  4.04326,  4.05097,     0.00,  24.85,   0.00, 
   15.000, 0.5772, 0.5134,  4.04338,  4.05097,     0.00,  24.85,   0.00, 
   15.001, 0.5772, 0.5134,  4.04346,  4.05097,     0.00,  24.85,   0.00, 
   15.001, 0.5772, 0.5134,  4.04351,  4.05097,     0.00,  24.85,   0.00, 
   15.002, 0.5772, 0.5134,  4.04357,  4.05097,     0.00,  24.85,   0.00, 
   15.002, 0.5772, 0.5134,  4.04362,  4.05097,     0.00,  24.85,   0.00, 
   15.003, 0.5772, 0.5134,  4.04366,  4.05097,     0.00,  24.85,   0.00, 
   15.003, 0.5772, 0.5134,  4.04371,  4.05097,     0.00,  24.85,   0.00, 
   15.004, 0.5772, 0.5134,  4.04376,  4.05097,     0.00,  24.85,   0.00, 
   15.005, 0.5772, 0.5134,  4.04380,  4.05097,     0.00,  24.85,   0.00, 
   15.005, 0.5772, 0.5134,  4.04385,  4.05097,     0.00,  24.85,   0.00, 
   15.006, 0.5772, 0.5134,  4.04390,  4.05097,     0.00,  24.85,   0.00, 
   15.007, 0.5772, 0.5134,  4.04395,  4.05097,     0.00,  24.85,   0.00, 
   15.008, 0.5772, 0.5134,  4.04400,  4.05097,     0.00,  24.85,   0.00, 
   15.009, 0.5772, 0.5134,  4.04405,  4.05097,     0.00,  24.85,   0.00, 
   15.011, 0.5772, 0.5134,  4.04410,  4.05097,     0.00,  24.85,   0.00, 
   15.012, 0.5772, 0.5134,  4.04415,  4.05097,     0.00,  24.85,   0.00, 
   15.014, 0.5772, 0.5134,  4.04421,  4.05097,     0.00,  24.85,   0.00, 
   15.015, 0.5772, 0.5134,  4.04427,  4.05097,     0.00,  24.85,   0.00, 
   15.017, 0.5772, 0.5134,  4.04433,  4.05097,     0.00,  24.85,   0.00, 
   15.019, 0.5772, 0.5134,  4.04439,  4.05097,     0.00,  24.85,   0.00, 
   15.021, 0.5772, 0.5134,  4.04445,  4.05097,     0.00,  24.85,   0.00, 
   15.024, 0.5772, 0.5134,  4.04452,  4.05097,     0.00,  24.85,   0.00, 
   15.027, 0.5772, 0.5134,  4.04459,  4.05097,     0.00,  24.85,   0.00, 
   15.029, 0.5772, 0.5134,  4.04466,  4.05097,     0.00,  24.85,   0.00, 
   15.033, 0.5772, 0.5134,  4.04474,  4.05097,     0.00,  24.85,   0.00, 
   15.036, 0.5772, 0.5134,  4.04481,  4.05097,     0.00,  24.85,   0.00, 
   15.040, 0.5772, 0.5134,  4.04489,  4.05097,     0.00,  24.85,   0.00, 
